task_source_id,candidate_id,candidate_set_id,branch_id,panel_task_family,source_split,source_kind,source_edge,window_tag,source_reference,task_role_semantics,obstacle_distance_band,road_width_band,curvature_band,dynamics_band,initial_speed_band,same_current_constraint,history_intervention_candidate,warmup_mode,warmup_duration_seconds,obstacle_reveal_delay_seconds,recent_window_seconds,older_history_offset_seconds,diagnostic_delay_seconds,terminal_margin_bucket,materialization_semantics,proxy_template_family,generated_source_row,paper_validity_claim,eval_seed,targeted_repair,support_seed_count,required_seed_support,minimum_accepted_grid_cell_count_required,seed_support_count,density_min_accepted_grid_cell_count,density_support_pass,original_obstacle_distance_range,original_obstacle_half_width_range,original_obstacle_max_threshold_score,repaired_obstacle_distance_range,repaired_obstacle_half_width_range,repaired_obstacle_max_threshold_score,distance_window_width,half_width_window_width,threshold_score_escalated,repair_reason
m2063-osd-osd_v0_0013_t1,osd_v0_0013_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|nominal_mu|high,m2060_t1_013,osd_v0_0013_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,nominal_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,9.847222:21.847222,0.522619:1.322619,0.25,9.847222:21.847222,0.522619:1.322619,0.25,12.0,0.8,False,non_target_spec_unchanged
m2063-osd-osd_v0_0014_t1,osd_v0_0014_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|low_mu|low,m2060_t1_014,osd_v0_0014_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,low_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,2.166667:14.166667,0.221429:1.021429,0.25,2.166667:14.166667,0.221429:1.021429,0.25,12.0,0.8,False,non_target_spec_unchanged
m2063-osd-osd_v0_0015_t1,osd_v0_0015_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|mixed_mu|nominal,m2060_t1_015,osd_v0_0015_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,mixed_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0016_t1,osd_v0_0016_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,high_speed_reactive_evasion,T1_reactive_active_safety|high_speed_reactive_evasion|medium|tight|straight_or_low|actuator_delay|high,m2060_t1_016,osd_v0_0016_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,actuator_delay,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,9.298611:21.298611,0.200000:0.994048,0.25,9.298611:21.298611,0.200000:0.994048,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0017_t1,osd_v0_0017_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,curved_road_reactive_evasion,T1_reactive_active_safety|curved_road_reactive_evasion|late|generous|moderate|nominal_mu|low,m2060_t1_017,osd_v0_0017_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,nominal_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:7.583333,0.200000:0.994048,1.0,1.000000:7.583333,0.200000:0.994048,1.0,6.583333333333334,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0018_t1,osd_v0_0018_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|low_mu|nominal,m2060_t1_018,osd_v0_0018_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,low_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0019_t1,osd_v0_0019_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|mixed_mu|high,m2060_t1_019,osd_v0_0019_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,mixed_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,9.847222:21.847222,0.200000:0.994048,0.25,9.847222:21.847222,0.200000:0.994048,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0020_t1,osd_v0_0020_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|actuator_delay|low,m2060_t1_020,osd_v0_0020_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,actuator_delay,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:10.326389,0.200000:0.994048,0.25,1.000000:10.326389,0.200000:0.994048,0.25,9.32638888888889,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0021_t1,osd_v0_0021_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|nominal_mu|nominal,m2060_t1_021,osd_v0_0021_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,nominal_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.131944,0.200000:0.994048,0.25,1.000000:8.131944,0.200000:0.994048,0.25,7.131944444444445,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0022_t1,osd_v0_0022_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,high_speed_reactive_evasion,T1_reactive_active_safety|high_speed_reactive_evasion|medium|tight|straight_or_low|low_mu|high,m2060_t1_022,osd_v0_0022_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,low_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,13.138889:25.138889,0.555952:1.350000,0.25,13.138889:25.138889,0.555952:1.350000,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0023_t1,osd_v0_0023_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,curved_road_reactive_evasion,T1_reactive_active_safety|curved_road_reactive_evasion|late|generous|moderate|mixed_mu|low,m2060_t1_023,osd_v0_0023_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,mixed_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,207923,True,5,5,80,5,120,True,1.069444:13.069444,0.200000:0.994048,0.25,1.069444:13.069444,0.200000:0.994048,1.0,12.0,0.7940476190476191,True,density_aware_window_found
m2063-osd-osd_v0_0024_t1,osd_v0_0024_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|actuator_delay|nominal,m2060_t1_024,osd_v0_0024_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,actuator_delay,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0025_t1,osd_v0_0025_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|nominal_mu|high,m2060_t1_025,osd_v0_0025_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,nominal_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,8.201389:20.201389,0.200000:0.994048,0.25,8.201389:20.201389,0.200000:0.994048,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0026_t1,osd_v0_0026_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|low_mu|low,m2060_t1_026,osd_v0_0026_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,low_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,3.263889:15.263889,0.495238:1.295238,0.25,3.263889:15.263889,0.495238:1.295238,0.25,12.0,0.8,False,non_target_spec_unchanged
m2063-osd-osd_v0_0027_t1,osd_v0_0027_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|mixed_mu|nominal,m2060_t1_027,osd_v0_0027_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,mixed_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0028_t1,osd_v0_0028_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,high_speed_reactive_evasion,T1_reactive_active_safety|high_speed_reactive_evasion|medium|tight|straight_or_low|actuator_delay|high,m2060_t1_028,osd_v0_0028_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,actuator_delay,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,10.395833:22.395833,0.336905:1.136905,0.25,10.395833:22.395833,0.336905:1.136905,0.25,12.0,0.7999999999999999,False,non_target_spec_unchanged
m2063-osd-osd_v0_0029_t1,osd_v0_0029_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,curved_road_reactive_evasion,T1_reactive_active_safety|curved_road_reactive_evasion|late|generous|moderate|nominal_mu|low,m2060_t1_029,osd_v0_0029_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,nominal_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:7.034722,0.200000:0.994048,1.0,1.000000:7.034722,0.200000:0.994048,1.0,6.034722222222223,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0030_t1,osd_v0_0030_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|low_mu|nominal,m2060_t1_030,osd_v0_0030_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,low_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0031_t1,osd_v0_0031_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|mixed_mu|high,m2060_t1_031,osd_v0_0031_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,mixed_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,10.944444:22.944444,0.555952:1.350000,0.25,10.944444:22.944444,0.555952:1.350000,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0032_t1,osd_v0_0032_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|actuator_delay|low,m2060_t1_032,osd_v0_0032_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,actuator_delay,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,2.715278:14.715278,0.200000:0.994048,0.25,2.715278:14.715278,0.200000:0.994048,0.25,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0033_t1,osd_v0_0033_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|nominal_mu|nominal,m2060_t1_033,osd_v0_0033_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,nominal_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.131944,0.200000:0.994048,0.25,1.000000:8.131944,0.200000:0.994048,0.25,7.131944444444445,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0034_t1,osd_v0_0034_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,high_speed_reactive_evasion,T1_reactive_active_safety|high_speed_reactive_evasion|medium|tight|straight_or_low|low_mu|high,m2060_t1_034,osd_v0_0034_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,low_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,12.041667:24.041667,0.385714:1.185714,0.25,12.041667:24.041667,0.385714:1.185714,0.25,12.0,0.8,False,non_target_spec_unchanged
m2063-osd-osd_v0_0035_t1,osd_v0_0035_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,curved_road_reactive_evasion,T1_reactive_active_safety|curved_road_reactive_evasion|late|generous|moderate|mixed_mu|low,m2060_t1_035,osd_v0_0035_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,mixed_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.618056:13.618056,0.200000:0.994048,0.5,1.618056:13.618056,0.200000:0.994048,0.5,12.0,0.7940476190476191,False,non_target_spec_unchanged
m2063-osd-osd_v0_0036_t1,osd_v0_0036_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|actuator_delay|nominal,m2060_t1_036,osd_v0_0036_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,actuator_delay,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,,False,,,,,,True,1.000000:8.680556,0.200000:0.994048,0.25,1.000000:8.680556,0.200000:0.994048,0.25,7.680555555555557,0.7940476190476191,False,non_target_spec_unchanged
